strength_of_noise,iteration,Method,avg_independent_features_statistics,min_independent_features_statistics,max_independent_features_statistics,avg_dependent_features_statistics,min_dependent_features_statistics,max_dependent_features_statistics,top3_selected_features,independent_vs_dependent_avg_statistics_diff_%
0.01,69,Distance_Correlation,0.01686773827815578,0.011629334030546074,0.024433388235132456,0.1770142172219582,0.01683547514291776,0.4953634007319129,"[2, 4, 5, 7, 8, 9]",949.42
0.01,69,Proposed_Method,0.08237671641377162,0.08154058832558193,0.08322189760611055,0.14112099503453293,0.13729552662476568,0.1469591229538195,"[7, 8, 9]",71.31
0.01,70,Pearson_Correlation_(abs),0.00858971465482173,9.864731899201506e-05,0.020025470164209004,0.16701650209759153,0.00032813919647165364,0.4929525366653197,"[0, 2, 8, 9]",1844.38
0.01,70,Mutual_Information,0.0027745958208330855,0.0,0.01476756030624049,0.5581353509216415,0.0,1.668144707553778,"[0, 1, 3, 7, 8, 9]",20015.92
0.01,70,Distance_Correlation,0.017460115341041534,0.012055189615247321,0.022999353102118064,0.17484481995661263,0.014536533371524236,0.4947310487849896,"[0, 2, 8, 9]",901.4
0.01,70,Proposed_Method,0.08396679427862976,0.08255749845468575,0.08504834137721132,0.1374108133498639,0.1316228451303443,0.14583075882158744,"[7, 8, 9]",63.65
0.01,71,Pearson_Correlation_(abs),0.008137876010701019,0.0008707117520883776,0.0250373416297113,0.17203118075474655,0.0027165064959155326,0.5057313609268121,"[2, 5, 7, 8, 9]",2013.96
0.01,71,Mutual_Information,0.0043335430175974535,0.0,0.016346541055082042,0.5412516066534483,0.0,1.614343274559551,"[0, 1, 2, 7, 8, 9]",12389.82
0.01,71,Distance_Correlation,0.017502969553744068,0.012155016676489824,0.03180601294700656,0.1777367420068802,0.015683122311461933,0.4998186766198601,"[0, 5, 7, 8, 9]",915.47
0.01,71,Proposed_Method,0.08614458104719233,0.08592049554720661,0.08625215381094474,0.13232931088988462,0.12723104563990847,0.1405946511629854,"[7, 8, 9]",53.61
0.01,72,Pearson_Correlation_(abs),0.006429691249622264,2.2138410620952917e-05,0.024151874720727683,0.1650774371875053,0.0012485290730047006,0.48895083617491625,"[0, 2, 4, 8, 9]",2467.42
0.01,72,Mutual_Information,0.003639868149353655,0.0,0.020022636021565177,0.5605804864571814,0.005478645424059181,1.6671489433156905,"[1, 3, 5, 8, 9]",15301.12
0.01,72,Distance_Correlation,0.01701497697571043,0.012766202317140339,0.02698465467366671,0.1754920491413924,0.015152802509090407,0.4939775425852745,"[0, 2, 4, 8, 9]",931.4
0.01,72,Proposed_Method,0.0850864170748332,0.08320714195209973,0.0864216385221209,0.1347983601587225,0.12770779289904546,0.14711231371663025,"[7, 8, 9]",58.43
0.01,73,Pearson_Correlation_(abs),0.008071287721616135,0.00022413331828727244,0.02981387397648095,0.16663131006167708,0.00020982836444900728,0.49604559988421026,"[3, 4, 6, 7, 8, 9]",1964.49
0.01,73,Mutual_Information,0.002736579873419914,0.0,0.015422092245109376,0.5620279534957753,0.00238692132671936,1.6779087530291514,"[2, 6, 8, 9]",20437.6
0.01,73,Distance_Correlation,0.017618012871105856,0.011664721537395754,0.03568402334620746,0.17795103139573462,0.015387014978920612,0.5012210242782709,"[3, 4, 6, 7, 8, 9]",910.05
0.01,73,Proposed_Method,0.0861924371772312,0.08502428802435211,0.08735294722175989,0.1322176465864606,0.12420216077266738,0.142853404015816,"[7, 8, 9]",53.4
0.01,74,Pearson_Correlation_(abs),0.0070076572378097775,0.00010209084250877797,0.02442697642800032,0.1675889111211856,0.009036650838897166,0.4841924515819212,"[0, 1, 2, 3, 8, 9]",2291.51
0.01,74,Mutual_Information,0.003047777430571137,0.0,0.013476588245660004,0.5572405316223475,0.0,1.6674036898648534,"[1, 4, 5, 8, 9]",18183.5
0.01,74,Distance_Correlation,0.017528779633499376,0.01188842982702712,0.03063007516871938,0.1754147017842632,0.016325254898017446,0.49055596319316397,"[0, 1, 8, 9]",900.72
0.01,74,Proposed_Method,0.08127020683841447,0.08018072832953188,0.08312207481353792,0.14370285071036618,0.1416848300952172,0.14722379908808061,"[7, 8, 9]",76.82
0.01,75,Pearson_Correlation_(abs),0.00846994046920542,0.00025951850336235655,0.028691446229349996,0.16928338300031087,0.00014880181511256043,0.5001771424804148,"[4, 7, 8, 9]",1898.64
0.01,75,Mutual_Information,0.003317576560353041,0.0,0.015173654155815619,0.5634576666442452,0.0,1.6903729999327357,"[2, 5, 6, 8, 9]",16884.01
0.01,75,Distance_Correlation,0.01713167475594676,0.011552582364917473,0.030692214606574193,0.1758668007969897,0.013432648484992909,0.4991682315819095,"[4, 7, 8, 9]",926.56
0.01,75,Proposed_Method,0.08492573500459953,0.08454214885329686,0.08545766363012627,0.13517328498926778,0.12828516229575732,0.14202167647627384,"[7, 8, 9]",59.17
0.01,76,Pearson_Correlation_(abs),0.00854972081625793,7.20967837279665e-05,0.03484477992381147,0.17238012713405315,0.010520698511856885,0.49097774980490555,"[1, 2, 8, 9]",1916.21
0.01,76,Mutual_Information,0.0036250432101297284,0.0,0.02756734882810985,0.552628363633939,0.00024245824528001947,1.648816564579696,"[3, 6, 7, 8, 9]",15144.74
0.01,76,Distance_Correlation,0.017642893015269025,0.012667408669842232,0.03368528750355822,0.1767699800123793,0.01711550515238506,0.4915335868076601,"[1, 2, 8, 9]",901.93
0.01,76,Proposed_Method,0.08376610515210206,0.08330277200280323,0.08445266068231141,0.13787908797842852,0.13327307401547203,0.1451214832625434,"[7, 8, 9]",64.6
0.01,77,Pearson_Correlation_(abs),0.006584920369308984,0.0002526767522510979,0.031848157659908394,0.17500287922434574,0.0036116966256255836,0.5029051038280886,"[0, 7, 8, 9]",2557.63
0.01,77,Mutual_Information,0.002401344145913293,0.0,0.012119172270293355,0.5521205501397825,0.0,1.650542396870164,"[2, 3, 4, 8, 9]",22892.15
0.01,77,Distance_Correlation,0.016933282753337282,0.0127320281826745,0.0299188386580714,0.178151487367177,0.015559229253359098,0.49639755988603457,"[0, 3, 7, 8, 9]",952.08
0.01,77,Proposed_Method,0.08701043879620085,0.08636253729251059,0.08775888967801355,0.13030897614219805,0.12624189719315695,0.13320720247868947,"[7, 8, 9]",49.76
0.01,78,Pearson_Correlation_(abs),0.009406540127867652,0.0005674090296424485,0.01999595034839003,0.1694337361831227,0.003019804027033308,0.5001893729784478,"[0, 3, 5, 8, 9]",1701.23
0.01,78,Mutual_Information,0.002433570399947923,0.0,0.012260561055025043,0.5645890569065033,0.0,1.693732890391221,"[1, 3, 6, 8, 9]",23100.03
0.01,78,Distance_Correlation,0.01790149936066689,0.013488466129536907,0.029562627230638645,0.17528345466685127,0.012811705150411317,0.4954509573854908,"[0, 3, 5, 8, 9]",879.16
0.01,78,Proposed_Method,0.07634304510055068,0.07524052867784199,0.07743361112425598,0.15519956143204844,0.14044499767153804,0.1659340679117421,"[7, 8, 9]",103.29
0.01,79,Pearson_Correlation_(abs),0.006239931584878072,0.000701684145703615,0.01924339347688956,0.16690826512464849,0.00337253468886864,0.4908637425204718,"[1, 2, 3, 6, 8, 9]",2574.84
0.01,79,Mutual_Information,0.004031717226555651,0.0,0.013922499386039178,0.5533184156192537,0.004100529969686129,1.6448121248322254,"[1, 6, 8, 9]",13624.14
0.01,79,Distance_Correlation,0.01698102145123023,0.012467039747440366,0.025910481974626344,0.1740276276021753,0.013108572153788765,0.48878808483656905,"[3, 4, 6, 8, 9]",924.84
0.01,79,Proposed_Method,0.08648758903421308,0.08562811596180575,0.08718807857124244,0.13152895892016947,0.12291035961612103,0.13635502761313403,"[7, 8, 9]",52.08
0.01,80,Pearson_Correlation_(abs),0.009016939642544089,0.0006164434574581235,0.026344813772609076,0.1662488167792411,2.175956974582118e-07,0.4965521263049299,"[0, 2, 4, 5, 8, 9]",1743.74
0.01,80,Mutual_Information,0.002635036300939372,0.0,0.017244777886748608,0.5658548019520951,0.0,1.692368763418556,"[1, 3, 8, 9]",21374.27
0.01,80,Distance_Correlation,0.01766436616024032,0.01272149458322363,0.030742948266038152,0.17631572406876841,0.01414621056513856,0.5005045981743448,"[0, 2, 4, 5, 8, 9]",898.14
0.01,80,Proposed_Method,0.0862962681473557,0.08520822183140864,0.08749062342645395,0.13197537432283674,0.12216117323062596,0.13844130723695153,"[7, 8, 9]",52.93
0.01,81,Pearson_Correlation_(abs),0.008783339617952045,0.00010105815375211836,0.028865726510482068,0.17170378340382583,0.014400658470015903,0.48521587102699437,"[0, 3, 4, 8, 9]",1854.88
0.01,81,Mutual_Information,0.0032277742064769975,0.0,0.018750601844053527,0.5520003777639939,0.0,1.6560011332919817,"[0, 3, 4, 7, 8, 9]",17001.58
0.01,81,Distance_Correlation,0.016893903372328052,0.012810398041723896,0.03176418613916873,0.17530686745796512,0.019367620774363905,0.48592144342809435,"[0, 3, 4, 8, 9]",937.69
0.01,81,Proposed_Method,0.08237923892921249,0.08118303965542534,0.0831988826610083,0.14111510916517092,0.13448998616698918,0.14935045559424537,"[7, 8, 9]",71.3
0.01,82,Pearson_Correlation_(abs),0.007845752373807033,0.00018930494795424717,0.02110965615488987,0.1714417639213536,0.000508986076670099,0.508263398370999,"[3, 5, 6, 8, 9]",2085.15
0.01,82,Mutual_Information,0.003238295914249094,0.0,0.015355917364551885,0.5582127815187551,0.0,1.6722907891737204,"[0, 1, 2, 6, 8, 9]",17137.86
0.01,82,Distance_Correlation,0.017578034738483506,0.012695482627322268,0.02833519780460051,0.17776065812092204,0.012558854681838831,0.5067268618513392,"[3, 5, 6, 8, 9]",911.27
0.01,82,Proposed_Method,0.08480968679228407,0.08380730880765942,0.08565234214719414,0.13544406415133722,0.1275927971640412,0.14504065241753808,"[7, 8, 9]",59.7
0.01,83,Pearson_Correlation_(abs),0.008666883167262739,0.0006069524534697335,0.024659541112382003,0.17095592317803102,0.00016585876065572326,0.4980896274716049,"[3, 6, 8, 9]",1872.52
0.01,83,Mutual_Information,0.002833951553092692,0.0,0.02328420216262117,0.5553718056908471,0.0,1.6576246812377438,"[2, 5, 7, 8, 9]",19497.08
0.01,83,Distance_Correlation,0.018187855253498267,0.011612711456725407,0.028180557759100378,0.17656166484549585,0.015115329901538539,0.49741908728776285,"[0, 1, 8, 9]",870.77
0.01,83,Proposed_Method,0.08563146897090257,0.08503979344437426,0.08603154751854916,0.13352657240122728,0.12570309179044312,0.14610285364866066,"[7, 8, 9]",55.93
0.01,84,Pearson_Correlation_(abs),0.008635127870399939,0.0006769692893362589,0.02038512600811548,0.16589606790889197,0.0009198371951899977,0.49005488062730207,"[1, 2, 3, 8, 9]",1821.18
0.01,84,Mutual_Information,0.004001944029242181,0.0,0.013907027038185582,0.5583034359061738,0.0,1.6726367617747062,"[2, 3, 4, 6, 8, 9]",13850.81
0.01,84,Distance_Correlation,0.017718528403555242,0.012559615690172585,0.02752919930838191,0.17280337678423788,0.013555962756777085,0.48610233603915903,"[2, 3, 7, 8, 9]",875.27
0.01,84,Proposed_Method,0.08075298389613657,0.07951404063416592,0.0814895801624233,0.14490970424234798,0.12836976053120658,0.15812687059051572,"[7, 8, 9]",79.45
0.01,85,Pearson_Correlation_(abs),0.0070831327076103946,0.0003461377257868758,0.018346223470803783,0.17433233336708623,0.0008485815071868413,0.5141548330780408,"[1, 2, 3, 7, 8, 9]",2361.23
0.01,85,Mutual_Information,0.0024935928602994608,0.0,0.015205528545271463,0.5612276875983483,0.0012439083547954866,1.6759736728176744,"[0, 2, 4, 8, 9]",22406.79
0.01,85,Distance_Correlation,0.01733237626457664,0.011880410289405638,0.027335827697958802,0.18237007161928576,0.016516766660231916,0.5127516817401894,"[1, 5, 8, 9]",952.19
0.01,85,Proposed_Method,0.07825886294862881,0.07750203376892388,0.08026806425077775,0.1507293197865328,0.13909259483174444,0.17175279194754903,"[7, 8, 9]",92.6
0.01,86,Pearson_Correlation_(abs),0.007643858701410408,0.00030730567032752484,0.02172272851790503,0.16917765562234235,0.0005043233411340443,0.4949058526438057,"[0, 2, 8, 9]",2113.25
0.01,86,Mutual_Information,0.00257922942071315,0.0,0.021277444997136463,0.5598394777071674,0.0,1.6718098078697814,"[0, 2, 6, 8, 9]",21605.69
0.01,86,Distance_Correlation,0.01721659282632866,0.012293379148830028,0.02568649243538983,0.17533977929508449,0.011836007331721785,0.498910438629476,"[0, 2, 4, 7, 8, 9]",918.43
0.01,86,Proposed_Method,0.08338939379393939,0.08236608854735308,0.08537449433007831,0.13875808114747473,0.13707839199507119,0.1406281251502144,"[7, 8, 9]",66.4
0.01,87,Pearson_Correlation_(abs),0.0074514664886688505,7.520694778932676e-05,0.019394145361365786,0.16978625621091428,0.00404673529458332,0.49680356525304964,"[3, 8, 9]",2178.56
0.01,87,Mutual_Information,0.003536372240790831,0.0,0.013580818909286307,0.5598192429664769,0.0,1.6794577288994308,"[0, 2, 3, 6, 8, 9]",15730.33
0.01,87,Distance_Correlation,0.01677313839304513,0.011674520154793153,0.022924486381298806,0.17549786303449533,0.014808365311490658,0.496826011702994,"[3, 5, 8, 9]",946.3
0.01,87,Proposed_Method,0.08737312595833933,0.08669085972450473,0.08810057704731909,0.12946270609720822,0.12266165594568249,0.1334745157205919,"[7, 8, 9]",48.17
0.01,88,Pearson_Correlation_(abs),0.009252114613317175,0.00013829135972351578,0.0263854816065206,0.1679992769460791,0.00025536886346627126,0.4978874221035492,"[0, 3, 4, 6, 8, 9]",1715.79
0.01,88,Mutual_Information,0.0029710606878646743,0.0,0.014903780589199833,0.5566626877125458,0.007593113297589937,1.6520532904829226,"[2, 4, 5, 8, 9]",18636.16
0.01,88,Distance_Correlation,0.018435131962837442,0.011789670157168834,0.029345598372721104,0.1773688335100422,0.016412545046263684,0.49815911018863634,"[0, 3, 4, 6, 8, 9]",862.12
0.01,88,Proposed_Method,0.08727647533122732,0.08653674684804853,0.08802089441595605,0.1296882242271363,0.12440727054789481,0.13325989280236678,"[7, 8, 9]",48.59
0.01,89,Pearson_Correlation_(abs),0.008511408685659387,0.0006498683142598272,0.024470154471518273,0.1703389225201076,0.011283122204927009,0.4779783010591481,"[1, 7, 8, 9]",1901.3
0.01,89,Mutual_Information,0.0024691624306646134,0.0,0.020675706730592935,0.5626930741610779,0.0,1.67868560418861,"[1, 2, 4, 7, 8, 9]",22688.82
0.01,89,Distance_Correlation,0.01711222681942152,0.011481301409441534,0.025411947352697643,0.17547119644316048,0.018255530134445495,0.4837051037451388,"[1, 7, 8, 9]",925.41
0.01,89,Proposed_Method,0.08517413621155676,0.08415603462721935,0.08624068757697258,0.13459368217303427,0.1287006563677604,0.13826292479606872,"[7, 8, 9]",58.02
0.01,90,Pearson_Correlation_(abs),0.008747662181934937,0.0002582042412388488,0.022413788030955558,0.17026194735942646,0.008220949130320824,0.49317891795887586,"[0, 2, 8, 9]",1846.37
0.01,90,Mutual_Information,0.0042808595150337055,0.0,0.025493676621850092,0.5640671253707025,0.0,1.6852243417820558,"[1, 8, 9]",13076.49
0.01,90,Distance_Correlation,0.01723656354956024,0.012053631303126472,0.026337361388524473,0.17751029698572865,0.016810998737834523,0.49815201147576693,"[1, 5, 8, 9]",929.85
0.01,90,Proposed_Method,0.08646427226682843,0.08588223054056618,0.08705470494966815,0.1315833647107337,0.12416000087345956,0.13557915528265288,"[7, 8, 9]",52.18
0.01,91,Pearson_Correlation_(abs),0.008412091065055836,9.858870607532047e-05,0.025168949978830558,0.1702166949152719,0.006136134801505546,0.4975602009033396,"[0, 4, 5, 8, 9]",1923.48
0.01,91,Mutual_Information,0.0037746909294779137,0.0,0.018779773159264046,0.5544949978692134,0.0,1.6610307422482888,"[1, 4, 5, 8, 9]",14589.81
0.01,91,Distance_Correlation,0.017654904637697796,0.012208157515764378,0.02441536627960047,0.17415075636884417,0.01243443925295529,0.49656828646011036,"[0, 2, 5, 8, 9]",886.42
0.01,91,Proposed_Method,0.08562737796844942,0.08461317897227726,0.086714024976564,0.133536118073618,0.12427724724493892,0.14034936629040098,"[7, 8, 9]",55.95
0.01,92,Pearson_Correlation_(abs),0.00802269718726356,0.0005601610860016673,0.021199975975056247,0.16178577132475083,0.00243187160695851,0.47129011869824994,"[2, 4, 7, 8, 9]",1916.6
0.01,92,Mutual_Information,0.002480453389811563,0.0,0.01376176946477159,0.5506691534897513,0.0,1.652007460469254,"[0, 3, 4, 8, 9]",22100.34
0.01,92,Distance_Correlation,0.016679826272459525,0.012481245651862623,0.023796205707337537,0.172725804995042,0.016121204627338497,0.4794005327073662,"[1, 2, 4, 8, 9]",935.54
0.01,92,Proposed_Method,0.08444207064047096,0.08276599660388341,0.08552275860070738,0.1363018351722344,0.1333109725014594,0.13903724481352914,"[7, 8, 9]",61.41
0.01,93,Pearson_Correlation_(abs),0.009876341069801089,0.00029274318789897,0.029741102932227197,0.16652186292613866,0.004897187215202174,0.4893616016848853,"[0, 3, 7, 8, 9]",1586.07
0.01,93,Mutual_Information,0.003136781119199678,0.0,0.01373393733620265,0.5527737455579876,0.0,1.650269684597152,"[1, 2, 3, 6, 8, 9]",17522.32
0.01,93,Distance_Correlation,0.018289183618470515,0.01381991145943892,0.03566405775529757,0.17347035780336006,0.012958508562762363,0.4916825817360036,"[0, 3, 7, 8, 9]",848.49
0.01,93,Proposed_Method,0.08362944536107857,0.0825794024317812,0.08470616276897823,0.13819796082415,0.13092425563379126,0.1490628932719032,"[7, 8, 9]",65.25
0.01,94,Pearson_Correlation_(abs),0.007504483008679752,0.0006087532333197037,0.032908582225650206,0.1689951042712925,0.00047385404687102215,0.5017018161989212,"[4, 5, 7, 8, 9]",2151.92
0.01,94,Mutual_Information,0.003123485525170679,0.0,0.019564470130136513,0.5708217710902946,0.0,1.699963472678002,"[2, 4, 5, 7, 8, 9]",18175.15
0.01,94,Distance_Correlation,0.01760263343556771,0.012236357160038656,0.03653048882461193,0.17870245599897863,0.014610706151162845,0.5062366841074292,"[4, 5, 7, 8, 9]",915.2
0.01,94,Proposed_Method,0.08609962816451655,0.0847495209058316,0.08662863060204014,0.13243420094946143,0.1238382943931685,0.13919413598268757,"[7, 8, 9]",53.82
0.01,95,Pearson_Correlation_(abs),0.009505907443207248,0.00031956021730164416,0.026588445280070327,0.17478592781968297,0.006094722538331193,0.5033980951859095,"[1, 3, 4, 8, 9]",1738.71
0.01,95,Mutual_Information,0.0034053590313343207,0.0,0.019101291840343038,0.566965495034602,0.00225603042451894,1.6891232968132517,"[1, 3, 8, 9]",16549.21
0.01,95,Distance_Correlation,0.018074236661216346,0.012381426181164204,0.02665804034729819,0.17880852383857807,0.01558183698450639,0.5027546843545798,"[2, 3, 4, 8, 9]",889.3
0.01,95,Proposed_Method,0.08552239276165483,0.08424254527060698,0.0869167953774126,0.13378108355613874,0.12851869956397574,0.1406123252379042,"[7, 8, 9]",56.43
0.01,96,Pearson_Correlation_(abs),0.0069029774264241575,0.00014475686587322775,0.02498651433586068,0.17381399088353658,0.002647902756626304,0.5086321664647776,"[0, 2, 5, 8, 9]",2417.96
0.01,96,Mutual_Information,0.0026543444924103524,0.0,0.02072824725880107,0.5568105294043771,0.0,1.6704315882131313,"[1, 2, 4, 8, 9]",20877.33
0.01,96,Distance_Correlation,0.017275125490704667,0.012467774321116195,0.026751792125975477,0.18054733256406844,0.014920789691620475,0.5107751374947347,"[0, 1, 2, 8, 9]",945.13
0.01,96,Proposed_Method,0.08142715020484352,0.08085211204760326,0.08230138096263227,0.14333664952203176,0.135113947747936,0.14959532788344784,"[7, 8, 9]",76.03
0.01,97,Pearson_Correlation_(abs),0.008759996892227546,0.0003995447750366134,0.03005947509286781,0.17082308313356434,0.005586816761081861,0.49610866740850845,"[2, 5, 6, 8, 9]",1850.04
0.01,97,Mutual_Information,0.003598747919716277,0.0,0.014809301054554247,0.5465583166323675,0.0,1.632891300778133,"[0, 3, 5, 7, 8, 9]",15087.46
0.01,97,Distance_Correlation,0.01798796941663746,0.012220932837007254,0.027687728410809347,0.17808786200465054,0.019416663840239077,0.49504211926903624,"[0, 5, 6, 7, 8, 9]",890.04
0.01,97,Proposed_Method,0.08279750788874096,0.0821264818671879,0.08403547801481982,0.14013914825960447,0.13610083920583682,0.14538907863784453,"[7, 8, 9]",69.26
0.01,98,Pearson_Correlation_(abs),0.008118097514032533,8.765870721664249e-05,0.02296914848270731,0.18747208372469135,0.03217604111532691,0.49321731396844054,"[7, 8, 9]",2209.31
0.01,98,Mutual_Information,0.003055196992072578,0.0,0.013972444352432056,0.5562514510560822,0.0,1.6687543531682465,"[3, 6, 8, 9]",18106.73
0.01,98,Distance_Correlation,0.01713511665611738,0.011970157547460442,0.026914543939261692,0.18877251411894305,0.03241806323581772,0.4953615884656115,"[7, 8, 9]",1001.67
0.01,98,Proposed_Method,0.08582392584993107,0.08475717279851284,0.08715151200275222,0.1330775063501608,0.12722830102159777,0.14315400905586229,"[7, 8, 9]",55.06
0.01,99,Pearson_Correlation_(abs),0.008378327049662642,9.577511830968952e-05,0.026250147963887437,0.17321943101919282,0.00901417037561916,0.49828156089031894,"[2, 4, 8, 9]",1967.47
0.01,99,Mutual_Information,0.003064818310323723,0.0,0.015500693484932881,0.5474952675655466,0.0,1.6424858026966396,"[1, 4, 6, 8, 9]",17763.87
0.01,99,Distance_Correlation,0.01743231436520223,0.012612956984848801,0.029976270501249444,0.17694764077286643,0.018705473877879526,0.4931981339848056,"[2, 3, 8, 9]",915.06
0.01,99,Proposed_Method,0.08448243076692157,0.0838523125136162,0.084926723034778,0.13620766154384967,0.13395111060971843,0.1378835581164095,"[7, 8, 9]",61.23
0.1,0,Pearson_Correlation_(abs),0.0069978908559055145,0.0001845779113575124,0.024428306776069865,0.17659759065038372,0.005735479656360986,0.4986624557047764,"[0, 7, 8, 9]",2423.58
0.1,0,Mutual_Information,0.0036843688972850045,0.0,0.014930543424994447,0.2296365427233873,0.0,0.6847743937641244,"[1, 2, 4, 8, 9]",6132.72
0.1,0,Distance_Correlation,0.017098664250985024,0.011614409131412281,0.03382916945151353,0.17880310766850527,0.01961882168248745,0.4888726400955963,"[4, 7, 8, 9]",945.71
0.1,0,Proposed_Method,0.08121395937997138,0.0808905886908279,0.0820166746550559,0.1438340947800668,0.13467938724829254,0.15530369207805578,"[7, 8, 9]",77.11
0.1,1,Pearson_Correlation_(abs),0.0069861701687724525,0.00027721523545557776,0.02609135687314884,0.17349997249707716,0.0004466994005554786,0.5041555696871418,"[0, 2, 6, 7, 8, 9]",2383.48
0.1,1,Mutual_Information,0.0029875468502649745,0.0,0.01997277501763861,0.2306767693829812,0.002576155835508409,0.6822930353240544,"[4, 5, 6, 8, 9]",7621.28
0.1,1,Distance_Correlation,0.017039646369960977,0.011622554887498625,0.023319944036854248,0.1787421847847472,0.013372556479101306,0.502566529649793,"[0, 2, 6, 8, 9]",948.98
0.1,1,Proposed_Method,0.0860035906005916,0.08505398594775933,0.08714376601318378,0.13265828859861964,0.12546417895906314,0.13859215464726193,"[7, 8, 9]",54.25
0.1,2,Pearson_Correlation_(abs),0.006906708066356261,0.00015212700261203199,0.020570170725224168,0.16592036653576436,0.00019936642090523295,0.49246680978705126,"[0, 2, 6, 7, 8, 9]",2302.31
0.1,2,Mutual_Information,0.0035689497405787477,0.0,0.01507920327950707,0.22450173967462206,0.0,0.6735052190238662,"[1, 2, 3, 7, 8, 9]",6190.41
0.1,2,Distance_Correlation,0.017225564263699294,0.012245518192717436,0.02629285648431654,0.1724602966048562,0.013892141631162189,0.4894260939502019,"[0, 2, 6, 7, 8, 9]",901.19
0.1,2,Proposed_Method,0.08262081619597408,0.08125442305200982,0.08395696470570088,0.14055142887606042,0.13297821233378426,0.14451550307682545,"[7, 8, 9]",70.12
0.1,3,Pearson_Correlation_(abs),0.009548255168846767,0.00022066482040283852,0.020424996092636337,0.17071475050292909,0.002623792963089107,0.5034074769510357,"[0, 3, 4, 5, 8, 9]",1687.92
0.1,3,Mutual_Information,0.0033653274190308287,0.0,0.015740280605406554,0.2237454061128107,0.0,0.6712362183384322,"[0, 4, 5, 8, 9]",6548.55
0.1,3,Distance_Correlation,0.017811615246493037,0.012558360127201417,0.02534014010273437,0.17832019996937576,0.013532615647883833,0.5035810104901907,"[1, 3, 5, 7, 8, 9]",901.15
0.1,3,Proposed_Method,0.0842545865501152,0.08329423103488733,0.08507528721872556,0.13673929804973123,0.12997908442707282,0.14146689583128663,"[7, 8, 9]",62.29
0.1,4,Pearson_Correlation_(abs),0.009572398371475313,0.0006682816943914535,0.02501900954930254,0.1734923567643314,0.0015563316858608484,0.5144444119562875,"[1, 3, 5, 6, 8, 9]",1712.42
0.1,4,Mutual_Information,0.0026812741230298805,0.0,0.014424585084007902,0.23436272336282946,0.0,0.691347402454884,"[3, 4, 5, 8, 9]",8640.72
0.1,4,Distance_Correlation,0.01811829446560588,0.012876056700954116,0.02822620664126324,0.18146396156743272,0.016598243478178065,0.5048674881340575,"[1, 3, 5, 6, 8, 9]",901.55
0.1,4,Proposed_Method,0.08689380596414216,0.0861545033201184,0.08767572427945038,0.1305811194170016,0.12429603906649606,0.14030297391725643,"[7, 8, 9]",50.28
0.1,5,Pearson_Correlation_(abs),0.006465029816436104,0.0005905753883982676,0.026681871222359044,0.1751061078305769,0.008160301217511065,0.5049614183664994,"[0, 4, 7, 8, 9]",2608.51
0.1,5,Mutual_Information,0.0033628141006775613,0.0,0.016563213219011885,0.2290297200920056,0.0,0.6870891602760167,"[4, 6, 8, 9]",6710.66
0.1,5,Distance_Correlation,0.017160264492819703,0.012508842653563121,0.026528034381928887,0.18077480165582052,0.018819331320391767,0.503378991096695,"[0, 6, 7, 8, 9]",953.45
0.1,5,Proposed_Method,0.07857108088664488,0.07709347854828827,0.08121806403117943,0.1500008112644953,0.14054498228834025,0.15586781725576512,"[7, 8, 9]",90.91
0.1,6,Pearson_Correlation_(abs),0.00896496212602885,4.9895583432845705e-05,0.029425953080917937,0.1604368082141394,0.0010629138102991955,0.47271140389168864,"[1, 3, 4, 8, 9]",1689.6
0.1,6,Mutual_Information,0.0027939703250832487,0.0,0.020650538284153086,0.2150609781710179,0.0,0.6413905095838333,"[0, 3, 6, 8, 9]",7597.33
0.1,6,Distance_Correlation,0.01806227558577488,0.012427808817390477,0.031472869391249075,0.17230557390044546,0.013884870948948113,0.48322160169307393,"[0, 3, 4, 8, 9]",853.95
0.1,6,Proposed_Method,0.08491075966200243,0.0842390909136283,0.08541176401671757,0.1352082274553277,0.13105347014674223,0.14264456876595707,"[7, 8, 9]",59.24
0.1,7,Pearson_Correlation_(abs),0.007277057292364073,0.00048353649480711245,0.02132961168756802,0.17661397258871228,0.011369862440326946,0.5053484039669537,"[2, 3, 8, 9]",2327.0
0.1,7,Mutual_Information,0.002796310756902813,0.0,0.017858075656630668,0.22894931833146406,0.005506309610141535,0.6729212974235379,"[2, 3, 5, 8, 9]",8087.55
0.1,7,Distance_Correlation,0.01691772740398844,0.013098861534515085,0.025515307608427285,0.18054620569024524,0.01902753174210147,0.5033855885525956,"[2, 3, 5, 8, 9]",967.2
0.1,7,Proposed_Method,0.0823943941290188,0.08059227161237109,0.08381297352392288,0.14107974703228945,0.13628464386777725,0.14529680681856308,"[7, 8, 9]",71.22
0.1,8,Pearson_Correlation_(abs),0.007650846871507423,0.0005478213873310406,0.02203557101508369,0.16400479860771083,0.0014745586319146386,0.4824271041236583,"[0, 1, 2, 6, 8, 9]",2043.62
0.1,8,Mutual_Information,0.0031166631836713463,0.0,0.02105229244773099,0.21918129699530553,0.0,0.6519219538165544,"[0, 2, 4, 7, 8, 9]",6932.56
0.1,8,Distance_Correlation,0.017371366019664564,0.012903090600537808,0.025202338122623392,0.17335591224712035,0.01719186117210258,0.4853288853059408,"[1, 3, 4, 6, 8, 9]",897.94
